# Example dataset from Ambient Noise Rayleigh
# 
# Periods: 6.5
# lat1 lon1 lat2 lon2 ttime
47.587720 8.254740 45.459500 7.134330 83.372634
47.037800 11.709000 46.578146 8.318864 85.099915
46.620220 10.263520 48.062785 9.710348 55.648257
49.061900 16.395200 48.292800 12.975000 83.369706
47.344800 11.103700 49.452300 10.969000 79.872034
47.430070 13.761050 48.702600 11.946600 69.034465
47.851000 7.134000 44.767920 9.447820 146.890041
45.709000 13.764200 46.547900 13.514900 30.913337
45.769720 9.716000 48.318000 4.796800 153.273752
50.061000 15.650200 48.508600 12.476700 90.976064
43.480700 12.457000 44.918300 5.880000 200.649290
45.512670 7.747000 43.692700 4.188500 126.175567
49.468300 13.173500 45.016739 12.033501 174.930490
46.756810 8.151170 46.509200 14.548900 159.852954
46.054920 10.514000 46.414200 13.001100 63.371387
47.379270 7.165250 50.967570 12.576250 180.344353
49.777000 8.729000 45.430700 5.232260 184.197471
43.896000 7.153000 46.759014 5.922489 110.178766
46.044786 5.571813 47.643900 4.317890 66.723818
45.763000 3.111000 43.500600 4.791700 94.363610
47.487100 10.762300 48.122990 13.306320 77.538299
49.061900 16.395200 47.603986 15.585996 49.609924
43.558460 12.419910 43.263000 12.524600 12.470188
47.395000 7.231300 45.763578 10.117073 95.079796
45.875300 7.868500 46.933176 14.551554 165.665779
48.634810 14.732590 48.318000 4.796800 235.749949
45.837800 7.156500 44.350850 10.976500 166.319646
46.759014 5.922489 48.407100 6.619520 61.150994
46.260100 12.710400 45.546400 14.014300 43.279573
47.246936 6.256064 46.234000 13.243800 181.185565
46.595121 8.748280 45.459500 7.134330 56.303248
43.782500 7.556900 43.937695 12.445128 141.213615
46.747400 12.512300 45.292600 13.816700 61.756823
46.081053 7.408391 45.637800 11.209900 95.765424
43.329200 11.966300 45.992200 12.105100 136.834775
50.541000 7.076000 46.461000 15.501800 260.875836
45.010700 3.663000 45.430700 5.232260 42.572322
43.974900 7.391900 48.093100 5.044400 161.943422
49.741900 12.691100 49.517800 10.542600 50.472314
46.780500 9.879520 45.509000 16.050700 165.769028
46.216520 7.832230 46.463000 11.377800 87.761027
46.495200 11.318500 46.952040 17.148560 148.945007
46.413636 10.023095 47.154700 18.834100 224.889601
50.818770 10.000980 48.301372 14.649613 138.913835
45.769720 9.716000 50.592270 11.472230 185.136231
46.620220 10.263520 45.344273 12.318220 72.443874
46.456900 12.881400 44.481800 16.531300 119.028274
48.121941 12.597187 42.912630 12.112140 240.386873
47.098350 8.925220 45.238000 8.288500 71.310874
45.509000 16.050700 46.159670 17.289680 40.762846
43.382110 12.406630 48.292800 12.975000 228.946463
46.678000 15.032700 45.084000 14.910600 59.333136
45.992600 4.461900 47.496700 5.479900 59.823361
50.609200 6.006700 46.311600 12.444800 227.746622
45.073900 7.927100 48.093100 5.044400 135.961362
47.752800 9.123100 48.368663 15.652187 179.617757
45.128600 16.266400 46.952040 17.148560 75.537625
47.263800 11.636300 46.362000 5.800300 157.829532
46.756569 15.825348 46.744400 18.965400 84.076085
47.078400 13.344700 49.590100 9.182400 144.039441
50.075200 15.034100 48.804489 18.464488 94.575862
48.025791 2.260000 44.319300 3.537800 132.127336
46.149500 12.615400 46.047300 9.761000 70.527098
44.480935 6.811695 44.226660 7.420330 17.809023
47.416200 17.331700 48.062785 9.710348 210.320300
46.495200 11.318500 47.845200 19.018600 205.598635
46.558400 12.972900 48.974300 8.683670 140.781084
49.145020 12.875710 50.075298 16.781700 94.594084
44.055800 7.236600 46.080700 14.261300 230.452863
46.846760 9.008250 46.636500 15.113900 148.735655
46.101600 14.701400 50.037700 13.873700 143.661458
47.230884 8.012475 45.238000 8.288500 76.486358
49.655208 11.359444 48.031229 10.232890 64.521078
48.832627 7.363752 50.874800 13.946900 169.670410
48.652545 7.783737 46.009000 12.437900 153.440707
50.233101 12.447900 47.430070 13.761050 104.333692
47.871610 8.177980 44.865800 11.003100 141.545305
44.815170 6.112330 45.052000 6.678000 17.156367
48.832627 7.363752 46.173300 13.645000 185.442269
45.880800 11.188400 48.347749 9.831130 99.940404
43.721930 10.524950 47.268300 3.858900 231.743543
42.794830 6.163500 44.969500 2.806900 124.311132
48.890174 11.585822 43.941050 12.840180 230.772778
50.874800 13.946900 46.173300 13.645000 171.075020
50.037700 13.873700 48.864000 14.284500 42.056736
46.558400 12.972900 49.037100 12.213800 97.283389
47.196800 12.720905 47.638560 18.382360 145.418593
47.871610 8.177980 45.893400 14.064300 166.726767
47.268300 3.858900 43.219700 6.601000 167.645926
46.210060 7.596780 49.294800 15.487100 232.350988
50.350200 16.322200 48.368663 15.652187 69.110538
44.042600 7.808200 42.428280 11.130900 113.877882
50.287400 12.376100 49.671500 13.530900 33.985011
46.435270 8.110430 49.144800 12.880300 157.037123
47.712170 8.252620 44.905935 13.750528 182.352264
43.114780 10.902650 47.335700 11.576300 185.034470
47.379270 7.165250 49.398020 9.483340 90.095151
47.918400 19.894400 47.677545 16.090361 104.219754
46.088300 18.099900 46.756569 15.825348 67.426982
49.766899 12.207000 46.294100 14.443300 139.724252
47.679900 10.107100 45.527800 14.380700 134.733617
48.515992 7.716819 47.078400 13.344700 152.164646
44.312800 11.424800 46.200800 4.112500 254.881408
47.737167 12.795714 45.314800 15.805000 119.491240
44.920830 6.790830 48.363600 10.402100 152.609117
47.335780 7.694980 49.517800 10.542600 101.400739
46.825743 9.111708 45.819313 13.127954 110.010065
44.748800 17.183900 45.016739 12.033501 146.555179
46.825743 9.111708 48.118225 8.550189 50.468673
45.987500 13.633700 43.865157 19.406053 172.521696
47.220500 11.208700 50.287400 12.376100 119.020429
45.921860 9.041670 44.224540 11.766570 122.339151
48.890174 11.585822 46.728500 11.320500 83.632412
47.248400 6.651700 47.867300 12.396000 153.242297
44.350470 10.588100 47.743667 15.077621 182.454371
47.745098 12.824082 46.825743 9.111708 102.169037
42.608486 12.586760 46.509200 14.548900 187.637633
45.504300 15.251800 45.292600 13.816700 37.724171
50.607200 13.431700 49.671500 13.530900 32.730024
46.756810 8.151170 46.495200 11.318500 79.400476
46.957200 4.743200 46.240800 12.987700 211.190070
48.819900 14.309500 49.468300 13.173500 33.672189
44.109500 6.777500 44.241600 7.839900 27.869892
42.794830 6.163500 44.105400 3.958700 82.131410
45.769750 7.061010 48.031091 10.227152 115.930026
48.031091 10.227152 46.506800 10.902800 59.945029
49.112131 11.676733 47.030500 7.890400 120.671505
43.135000 3.090000 44.324600 2.869500 43.561754
43.800900 5.643300 44.371200 5.147620 26.542083
46.081053 7.408391 49.112131 11.676733 155.167692
44.316250 9.517390 47.683600 11.003200 152.716192
49.565403 11.435871 48.347749 9.831130 57.230112
42.613700 11.804000 50.061000 15.650200 330.804063
49.294800 15.487100 50.485220 12.157330 86.209326
45.867695 8.770000 46.981600 4.147980 125.123145
47.764500 8.492360 46.472230 9.347320 51.403646
47.745098 12.824082 48.371921 16.205439 89.970264
47.070347 10.264323 44.893900 9.909800 100.050080
48.331100 8.330300 45.084000 14.910600 206.203139
46.442800 13.565000 44.660755 11.436312 93.926518
43.491700 5.332500 45.036880 6.400998 68.425132
47.369210 8.580880 45.254500 7.613300 79.701043
45.308200 11.172400 44.429100 5.549890 199.471479
46.871900 8.426100 45.512670 7.747000 51.072582
46.815900 14.007370 47.752800 11.849000 65.961658
46.629900 13.641600 50.061000 15.650200 131.070391
47.049210 9.380760 43.473110 11.290170 169.299936
47.758925 17.053046 47.683600 11.003200 173.114798
49.112131 11.676733 44.098100 19.991700 290.326359
50.095800 4.595000 47.445667 15.085607 282.678081
46.454810 8.662900 45.637800 11.209900 69.420816
48.031229 10.232890 49.517800 10.542600 54.371106
43.480700 12.457000 46.596300 4.581830 264.024603
42.746577 10.210652 46.815900 14.007370 209.450082
47.414650 8.907530 49.655208 11.359444 99.987013
50.095800 4.595000 48.163900 11.276800 177.435659
44.054280 11.358550 45.435600 17.848200 206.513293
43.941050 12.840180 49.349000 12.383200 241.616372
50.607200 13.431700 48.004400 6.347000 188.888189
45.803300 14.839300 46.909140 13.078750 59.834140
43.498070 12.941530 49.037100 12.213800 252.919858
49.655208 11.359444 48.827700 5.922540 134.167466
45.763578 10.117073 47.928200 15.861800 158.370551
43.951000 6.045000 43.678800 -1.113200 208.198825
45.459500 7.134330 47.496700 5.479900 87.045778
49.270925 11.669966 46.470300 16.775500 166.143349
45.504300 15.251800 46.744400 18.965400 107.225037
44.865800 11.003100 45.826000 15.456900 136.959170
46.909140 13.078750 47.196800 12.720905 13.048287
48.933370 14.993640 48.244305 17.789761 79.267305
45.959500 10.943600 46.746900 5.319510 144.677615
46.363350 7.299300 49.616800 14.149400 207.993386
46.993000 7.977640 43.049999 9.842445 184.855134
42.298000 9.153000 43.937695 12.445128 129.424690
50.607200 13.431700 48.062785 9.710348 126.820223
46.957200 4.743200 46.008200 8.481800 103.120578
46.509200 14.548900 48.075702 9.703199 135.764622
45.992200 12.105100 48.292800 12.975000 91.715160
43.974900 7.391900 43.743800 3.688300 106.293488
45.881011 5.889317 45.512670 7.747000 49.918631
47.049210 9.380760 46.345900 4.752200 124.503444
46.967650 8.637060 47.928200 15.858800 199.501269
50.609200 6.006700 46.081053 7.408391 173.014457
44.026000 10.482100 44.167820 11.122900 18.541488
46.664880 7.624180 46.049780 3.131700 119.193887
47.487100 10.762300 46.616400 10.549500 32.659921
47.910835 11.221278 49.690900 11.220300 65.409089
42.808100 13.913800 47.030500 7.890400 275.377188
42.803870 12.570071 42.236960 12.509930 21.935575
47.369210 8.580880 44.787840 6.539745 107.638257
44.367600 1.195300 48.004400 6.347000 182.138571
46.549100 13.148100 46.378100 3.447400 244.304381
42.236960 12.509930 45.959500 10.943600 179.893256
49.664600 6.152600 48.093100 5.044400 65.441692
50.541000 7.076000 48.537900 12.945500 155.510228
50.037700 13.873700 49.398020 9.483340 102.771460
46.415540 7.771660 43.896000 7.153000 86.963898
44.809297 20.471419 49.741900 12.691100 275.620410
47.335780 7.694980 46.319500 13.098400 142.161784
44.026000 10.482100 45.512670 7.747000 112.272887
46.957200 4.743200 49.112131 11.676733 183.207228
46.317400 13.999900 45.527800 14.380700 29.908193
47.379270 7.165250 45.921860 9.041670 72.647688
47.851000 7.134000 47.263800 11.636300 116.825149
49.391348 11.651953 49.037100 12.213800 18.312240
46.210060 7.596780 44.350850 10.976500 156.552223
44.787840 6.539745 46.596300 4.581830 83.918312
47.369210 8.580880 43.743800 3.688300 196.784485
47.369210 8.580880 45.633530 11.971315 109.458405
47.520740 14.416480 48.427190 13.497460 41.448367
47.408590 15.958719 47.946700 4.534100 290.545969
46.350100 20.725800 49.671500 13.530900 235.064982
45.601900 7.568200 49.196680 7.978080 133.552766
48.974300 8.683670 48.478000 12.460500 92.720320
48.515992 7.716819 46.864190 16.527610 236.763989
47.496700 5.479900 47.833300 10.623400 127.546836
46.595121 8.748280 44.815170 6.112330 92.163247
46.728500 11.320500 46.032200 13.887700 70.748866
48.943400 15.700700 45.254500 7.613300 309.390280
46.756810 8.151170 45.254500 7.613300 53.790556
47.965735 7.276520 48.882000 6.379850 40.261323
48.162904 11.275065 45.308200 11.172400 107.702534
44.867306 8.913604 48.869700 13.194300 207.467268
48.996168 11.521350 46.864190 16.527610 148.203324
44.245500 7.326000 43.618880 11.951670 135.851821
49.270925 11.669966 47.021100 10.729100 88.977648
46.506800 10.902800 43.049999 9.842445 151.838877
44.184000 7.050000 45.231300 3.245850 112.568748
45.867695 8.770000 47.268300 3.858900 134.909403
49.391348 11.651953 50.037700 13.873700 55.086435
47.583500 6.010800 46.506800 10.902800 129.792511
46.483180 9.449560 45.688207 6.624517 75.875724
50.592270 11.472230 48.031091 10.227152 97.662885
45.810700 6.200400 48.869700 13.194300 210.899674
47.220500 11.208700 48.827700 5.922540 146.070915
46.414200 13.001100 46.448100 16.250400 80.821553
50.541000 7.076000 50.646100 11.616100 105.302246
47.379270 7.165250 49.777000 8.729000 101.953260
49.766899 12.207000 48.579900 7.763300 111.350935
49.130900 13.578200 46.558400 12.972900 98.057987
46.133500 -0.407700 42.903100 2.106400 137.077767
49.777000 8.729000 49.007100 10.038400 41.947759
48.996168 11.521350 48.122990 13.306320 54.726393
48.412675 7.353600 48.716246 15.528793 192.879815
47.283420 16.705560 47.638560 18.382360 47.618748
45.405600 9.930700 46.547900 13.514900 109.664557
47.286700 9.880300 48.031091 10.227152 31.894505
48.331100 8.330300 46.008200 8.481800 85.988461
46.967650 8.637060 48.530000 12.977600 130.294817
50.588100 16.054700 50.037700 13.873700 52.889018
49.344669 9.974411 48.604392 17.674728 185.741096
46.260100 12.710400 48.118225 8.550189 126.835795
45.880800 11.188400 48.093100 5.044400 173.218791
45.241300 5.743900 49.007100 10.038400 176.078789
46.547900 13.514900 45.683000 10.818700 75.296838
50.588100 16.054700 49.517800 10.542600 131.004950
46.967650 8.637060 46.260100 12.710400 106.241099
44.865800 11.003100 46.747400 12.512300 85.019353
45.688207 6.624517 44.763740 10.313110 133.417948
48.728694 16.590442 49.007100 10.038400 152.449883
49.762204 11.318695 50.690800 12.219640 39.021778
46.558400 12.972900 46.746900 5.319510 194.265059
43.177600 16.448800 48.501900 11.453400 241.718629
42.298000 9.153000 46.636500 15.113900 263.129113
45.527800 14.380700 47.810224 9.522120 150.257121
48.362882 16.594215 48.833100 12.642100 96.498587
47.712170 8.252620 45.601900 7.568200 80.428091
45.546400 14.014300 46.525610 18.264720 120.620019
46.825743 9.111708 49.061900 16.395200 201.313117
50.411800 12.403900 48.634810 14.732590 75.853513
44.541330 8.545170 44.539100 7.908900 16.723354
48.996168 11.521350 47.677545 16.090361 117.488061
46.081053 7.408391 48.163900 11.276800 133.502528
43.114780 10.902650 48.165100 10.733400 217.227621
46.081053 7.408391 45.241300 5.743900 52.784308
46.049780 3.131700 45.810700 6.200400 78.222034
42.535780 13.409000 50.601950 10.792140 347.492733
47.395000 7.231300 46.081053 7.408391 50.855025
49.270925 11.669966 48.443790 9.458581 60.085116
46.374550 7.644330 49.545960 8.729640 116.299388
46.407500 13.354000 49.342620 7.741950 179.681154
49.145020 12.875710 48.501900 11.453400 39.659144
46.756569 15.825348 48.347749 9.831130 164.626598
45.052000 6.678000 45.596300 4.608600 57.325014
47.408590 15.958719 49.517800 10.542600 151.385380
47.871610 8.177980 47.078400 13.344700 134.266451
45.683000 10.818700 49.847800 10.213200 154.366169
46.756810 8.151170 44.959236 12.432347 134.769147
47.918200 19.893400 49.684000 14.928800 139.034284
48.118225 8.550189 46.424450 17.795380 244.947433
45.241300 5.743900 45.775300 10.628600 126.609178
49.294800 15.487100 46.946310 18.482030 119.246210
46.928100 11.411800 44.969500 2.806900 226.977346
49.086746 11.526272 43.042600 12.658700 269.177685
45.064800 5.802000 43.219700 6.601000 72.527150
44.166000 10.153000 49.452300 10.969000 217.281743
43.914170 10.491500 48.501900 11.453400 198.109573
47.437570 8.013580 48.716246 15.528793 200.141637
46.483180 9.449560 46.756569 15.825348 155.765599
45.893400 14.064300 49.468300 13.173500 136.090549
46.756810 8.151170 47.487100 10.762300 72.321293
43.197900 12.353600 46.506800 10.902800 167.228187
42.912630 12.112140 43.263000 12.524600 18.064963
43.774366 11.255134 44.316250 9.517390 50.741903
43.177600 16.448800 46.678000 15.032700 134.652235
46.938010 6.472980 43.480700 12.457000 233.377709
46.560400 3.932900 44.506900 4.586900 75.346549
48.478000 12.460500 46.506800 10.902800 88.573471
50.156000 5.228000 50.867300 0.336300 117.900966
44.167820 11.122900 47.021100 10.729100 120.896670
46.620220 10.263520 46.495200 11.318500 26.690278
46.239620 8.019580 44.062800 10.595600 125.543280
47.851000 7.134000 48.100199 14.139852 190.278070
46.476160 10.372180 46.933176 14.551554 102.138463
46.081053 7.408391 46.476160 10.372180 75.657790
46.773650 6.958620 44.867306 8.913604 103.512536
43.120987 10.573185 49.452300 10.969000 259.991162
44.892000 4.451600 44.393300 6.502300 63.456362
49.690900 11.220300 46.048180 11.649700 135.698563
49.690900 11.220300 45.763578 10.117073 148.561949
47.416200 17.331700 47.479741 13.125997 106.767672
46.476160 10.372180 46.728500 11.320500 25.148069
48.118225 8.550189 48.523000 10.933300 59.443929
43.986000 7.553200 45.992200 12.105100 171.195745
48.331100 8.330300 45.992600 4.461900 126.895407
43.255000 12.940570 45.867695 8.770000 195.708433
46.549100 13.148100 47.073329 16.079254 73.835881
42.849060 11.909670 46.180800 9.112600 180.630560
45.060800 5.804640 44.393300 6.502300 30.276504
48.890174 11.585822 44.867306 8.913604 192.741091
45.646800 11.072100 48.864000 14.284500 146.314609
47.344800 11.103700 48.634810 14.732590 107.509472
47.248400 6.651700 48.412675 7.353600 44.622421
49.344669 9.974411 47.496700 5.479900 123.126555
42.714900 2.104600 44.969500 2.806900 82.776584
46.345900 4.752200 50.223600 8.448900 165.267052
50.358300 16.411100 47.867300 12.396000 129.498891
47.895190 8.846760 45.012500 16.906900 232.486605
47.520740 14.416480 48.441700 5.515230 231.146483
50.607200 13.431700 45.509000 16.050700 194.808770
46.048180 11.649700 50.485220 12.157330 164.182703
47.962876 16.397063 49.007100 10.038400 155.091465
47.712170 8.252620 49.398600 8.596290 58.970082
49.145020 12.875710 46.319500 13.098400 101.145078
43.752800 6.921800 42.714900 2.104600 139.590518
50.818770 10.000980 45.763578 10.117073 184.970541
49.565403 11.435871 47.070347 10.264323 98.823914
49.086746 11.526272 48.371921 16.205439 111.259556
43.473110 11.290170 45.769720 9.716000 124.638772
43.036500 13.087300 46.228100 13.736800 134.823595
44.312800 11.424800 46.043800 14.527800 136.180977
47.395000 7.231300 49.777000 8.729000 101.262478
44.541330 8.545170 47.363100 18.260600 303.985109
44.865800 11.003100 49.847800 10.213200 191.328970
47.286700 9.880300 46.629900 13.641600 94.944236
44.849300 8.352700 47.520740 14.416480 217.444414
46.495200 11.318500 48.864000 14.284500 117.453583
48.301372 14.649613 48.501900 11.453400 77.569910
49.991600 13.233100 47.946700 4.534100 215.593394
47.299600 20.267000 48.427190 13.497460 183.361754
49.986198 12.108300 46.900100 17.887700 180.330139
